EmployeeID,Age,Gender,Department,JobRole,MonthlyIncome,OverTime,DistanceFromHome,YearsAtCompany,PerformanceRating,WorkLifeBalance,Attrition
EMP02291,49,Female,Finance,Manager,13391,No,19,10,3,3,No
EMP02292,36,Male,Marketing,Executive,6518,Yes,44,4,3,2,No
EMP02293,45,Male,IT,Senior Manager,21264,Yes,11,10,1,2,No
EMP02294,41,Male,IT,Developer,10131,Yes,19,6,2,3,No
EMP02295,25,Male,Marketing,Analyst,8486,Yes,13,2,3,1,No
EMP02296,28,Male,Sales,Analyst,4883,Yes,1,0,3,2,Yes
EMP02297,35,Female,Finance,Specialist,8372,No,8,6,4,3,No
EMP02298,42,Female,HR,Specialist,7080,No,12,3,3,3,No
EMP02299,40,Female,IT,Manager,14740,No,14,6,3,4,No
EMP02300,25,Male,Finance,Executive,5047,No,22,0,3,3,No
EMP02301,32,Male,IT,Analyst,8311,No,21,2,3,3,No
EMP02302,25,Male,Sales,Analyst,6864,No,2,1,4,3,No
EMP02303,31,Male,Finance,Specialist,8156,No,34,9,3,4,No
EMP02304,50,Male,HR,Manager,10829,No,10,9,2,2,No
EMP02305,32,Male,IT,Developer,11319,Yes,28,2,3,2,No
EMP02306,39,Male,HR,Analyst,5591,No,35,2,3,3,Yes
EMP02307,37,Male,HR,Analyst,5818,No,20,0,3,4,No
EMP02308,35,Male,Finance,Analyst,8632,No,20,5,3,4,No
EMP02309,28,Male,Marketing,Developer,10307,Yes,17,0,1,1,Yes
EMP02310,31,Female,HR,Specialist,9528,No,13,3,2,3,No
EMP02311,31,Female,IT,Developer,8186,No,16,0,3,3,No
EMP02312,27,Female,Marketing,Executive,6118,No,34,0,2,2,No
EMP02313,37,Male,Finance,Analyst,8185,No,10,1,4,3,No
EMP02314,24,Female,IT,Specialist,6742,No,9,0,3,3,No
EMP02315,32,Female,HR,Analyst,7597,No,9,1,2,3,No
EMP02316,54,Male,IT,Senior Manager,16241,Yes,20,15,4,3,No
EMP02317,35,Male,IT,Developer,11599,Yes,31,1,3,4,No
EMP02318,48,Female,Marketing,Manager,15303,No,36,12,3,3,No
EMP02319,35,Male,HR,Specialist,9055,No,28,4,3,2,No
EMP02320,33,Female,Marketing,Executive,6430,Yes,19,3,3,3,No
EMP02321,36,Male,IT,Analyst,6490,Yes,5,4,3,3,No
EMP02322,45,Female,IT,Developer,10058,No,10,2,3,4,No
EMP02323,45,Female,HR,Specialist,9605,No,22,4,3,2,Yes
EMP02324,42,Male,IT,Specialist,5278,Yes,12,2,3,3,Yes
EMP02325,31,Male,Sales,Executive,5942,No,19,3,3,2,No
EMP02326,23,Female,Marketing,Executive,5756,No,7,2,3,3,No
EMP02327,43,Male,IT,Developer,9705,Yes,20,6,3,3,No
EMP02328,28,Female,Marketing,Executive,6447,No,27,2,3,2,Yes
EMP02329,41,Male,IT,Analyst,7341,Yes,13,3,3,3,No
EMP02330,27,Male,Marketing,Executive,6957,Yes,2,0,4,3,Yes
EMP02331,30,Male,Sales,Executive,5432,Yes,13,0,4,2,No
EMP02332,49,Female,IT,Manager,15800,No,13,10,3,3,No
EMP02333,43,Female,Marketing,Specialist,7244,No,3,9,3,4,No
EMP02334,37,Male,IT,Developer,11241,Yes,6,0,3,2,No
EMP02335,30,Female,Marketing,Analyst,8552,Yes,21,2,3,2,No
EMP02336,31,Male,IT,Developer,6199,No,11,0,3,2,No
EMP02337,35,Male,Marketing,Executive,5575,No,10,5,1,3,No
EMP02338,49,Male,Finance,Senior Manager,14580,No,10,12,3,3,No
EMP02339,32,Male,HR,Executive,5016,No,11,5,2,4,No
EMP02340,30,Male,Sales,Manager,9963,No,21,7,4,3,No
EMP02341,32,Male,Marketing,Analyst,5274,Yes,12,0,4,2,No
EMP02342,26,Female,Sales,Executive,4597,No,11,2,3,3,No
EMP02343,24,Male,IT,Analyst,5661,Yes,4,0,3,1,Yes
EMP02344,24,Male,IT,Developer,10268,No,8,0,3,3,Yes
EMP02345,31,Female,IT,Developer,11926,No,6,3,3,4,No
EMP02346,28,Male,Marketing,Analyst,6053,No,14,0,2,3,No
EMP02347,24,Male,IT,Developer,9360,Yes,6,0,3,4,No
EMP02348,39,Female,IT,Developer,7579,No,30,5,4,3,No
EMP02349,40,Male,IT,Analyst,6548,Yes,20,1,3,3,No
EMP02350,49,Female,IT,Manager,13352,No,20,11,3,3,No
EMP02351,37,Male,Marketing,Analyst,7279,No,16,4,4,3,No
EMP02352,48,Male,IT,Manager,15755,No,42,11,4,4,No
EMP02353,54,Male,Sales,Senior Manager,17831,No,37,16,3,2,No
EMP02354,42,Female,IT,Developer,11723,Yes,12,4,3,1,No
EMP02355,41,Male,IT,Developer,8905,Yes,3,5,3,3,No
EMP02356,42,Female,IT,Developer,9706,No,13,2,2,3,No
EMP02357,41,Female,Sales,Analyst,7831,Yes,5,2,3,3,No
EMP02358,40,Male,Finance,Analyst,5276,No,18,5,3,1,No
EMP02359,27,Male,Sales,Executive,5803,No,9,1,4,3,Yes
EMP02360,26,Male,HR,Specialist,8179,Yes,26,2,2,4,No
EMP02361,26,Male,Marketing,Executive,6754,No,41,3,4,2,No
EMP02362,42,Male,Sales,Analyst,4752,No,7,2,3,3,No
EMP02363,28,Female,Sales,Specialist,5276,No,2,1,3,2,No
EMP02364,27,Female,Marketing,Analyst,4720,No,8,0,2,1,Yes
EMP02365,35,Male,IT,Developer,10006,No,13,2,2,4,No
EMP02366,44,Male,IT,Developer,7454,No,4,7,3,2,No
EMP02367,35,Male,Marketing,Executive,6334,No,31,6,3,4,Yes
EMP02368,28,Female,IT,Developer,5679,No,13,2,3,4,No
EMP02369,28,Male,HR,Analyst,6992,No,17,5,3,4,No
EMP02370,60,Female,Sales,Senior Manager,23418,No,25,20,3,3,No
EMP02371,40,Female,Sales,Executive,5897,No,6,0,3,3,No
EMP02372,30,Male,Sales,Executive,6874,Yes,9,0,1,3,No
EMP02373,42,Female,IT,Developer,6211,No,18,0,4,3,No
EMP02374,59,Female,Sales,Senior Manager,20555,No,3,16,3,3,No
EMP02375,24,Female,IT,Developer,7304,No,14,3,1,4,No
EMP02376,26,Male,Finance,Analyst,7909,No,20,0,3,4,No
EMP02377,30,Female,Marketing,Developer,11336,Yes,10,9,3,2,No
EMP02378,38,Male,Sales,Executive,6453,Yes,28,4,2,1,Yes
EMP02379,36,Female,Finance,Manager,14166,No,16,8,3,2,No
EMP02380,35,Female,HR,Analyst,7100,No,10,0,1,3,No
EMP02381,39,Female,Marketing,Analyst,6595,No,12,2,3,4,No
EMP02382,38,Male,Marketing,Executive,4742,Yes,2,4,3,3,No
EMP02383,33,Female,HR,Manager,15608,No,14,3,3,4,No
EMP02384,40,Male,Sales,Executive,5188,Yes,5,6,2,2,Yes
EMP02385,48,Female,Sales,Manager,15151,No,19,11,3,3,No
EMP02386,39,Female,Sales,Executive,4762,No,19,6,2,4,No
EMP02387,44,Male,Finance,Specialist,7136,Yes,14,10,2,3,No
EMP02388,39,Female,IT,Developer,11041,Yes,37,7,3,3,No
EMP02389,37,Female,IT,Developer,12075,No,14,5,3,3,No
EMP02390,32,Male,Marketing,Analyst,8122,No,3,3,4,3,No
EMP02391,48,Male,Sales,Manager,13601,No,28,8,3,2,No
EMP02392,37,Female,Sales,Analyst,8271,Yes,36,1,3,1,Yes
EMP02393,33,Female,HR,Specialist,8079,No,11,1,2,4,No
EMP02394,32,Male,Sales,Executive,5050,Yes,44,1,3,1,Yes
EMP02395,29,Male,Sales,Specialist,6756,Yes,22,3,3,3,No
EMP02396,39,Male,HR,Analyst,6798,No,29,2,3,3,No
EMP02397,39,Female,IT,Developer,6938,Yes,10,0,3,4,No
EMP02398,28,Female,IT,Developer,11604,No,15,1,3,3,No
EMP02399,40,Male,Finance,Analyst,7010,No,25,1,2,3,No
EMP02400,29,Female,Marketing,Executive,7544,No,12,1,4,4,No
EMP02401,40,Female,IT,Developer,9113,Yes,16,6,2,2,No
EMP02402,42,Female,Finance,Manager,11307,No,27,10,3,3,No
EMP02403,41,Male,IT,Developer,10385,Yes,13,7,3,1,No
EMP02404,38,Male,Sales,Analyst,7757,No,10,1,3,3,No
EMP02405,45,Female,HR,Senior Manager,18205,No,16,9,4,4,No
EMP02406,38,Female,IT,Senior Manager,13053,No,5,0,3,3,No
EMP02407,27,Male,Sales,Executive,6892,No,3,5,3,3,Yes
EMP02408,46,Male,HR,Specialist,5600,No,10,8,4,2,No
EMP02409,36,Female,HR,Specialist,7076,No,7,4,3,4,No
EMP02410,49,Female,IT,Senior Manager,20706,Yes,8,14,4,1,No
EMP02411,25,Male,Finance,Analyst,6075,No,12,0,1,4,No
EMP02412,56,Male,Sales,Senior Manager,18084,No,46,11,3,3,No
EMP02413,30,Female,Sales,Analyst,6668,No,2,1,2,3,No
EMP02414,24,Male,Finance,Analyst,7614,No,11,0,4,2,No
EMP02415,31,Female,IT,Developer,11209,Yes,10,1,3,2,Yes
EMP02416,39,Male,Marketing,Manager,9915,No,12,2,4,4,No
EMP02417,43,Female,HR,Manager,16009,No,5,10,2,3,No
EMP02418,26,Male,IT,Developer,6681,No,30,5,3,4,No
EMP02419,59,Male,Sales,Senior Manager,23500,No,8,15,1,3,No
EMP02420,37,Female,Sales,Executive,5126,Yes,29,1,2,2,No
EMP02421,24,Male,IT,Developer,10356,Yes,22,1,2,3,No
EMP02422,35,Male,Finance,Analyst,5229,No,35,5,3,3,No
EMP02423,33,Female,HR,Manager,9380,Yes,11,2,3,3,No
EMP02424,23,Female,IT,Developer,5852,No,5,0,3,4,No
EMP02425,59,Female,IT,Senior Manager,20967,No,15,23,3,4,No
EMP02426,34,Female,Finance,Analyst,6158,No,36,3,3,3,No
EMP02427,26,Female,Marketing,Executive,6990,No,10,1,3,3,Yes
EMP02428,24,Female,IT,Developer,9687,No,8,0,3,3,No
EMP02429,28,Female,IT,Developer,11729,Yes,10,4,3,2,No
EMP02430,23,Female,IT,Developer,6880,Yes,33,0,3,3,No
EMP02431,32,Male,Marketing,Executive,5494,No,13,1,2,4,Yes
EMP02432,29,Male,Sales,Executive,4424,Yes,27,1,3,3,No
EMP02433,31,Female,Marketing,Executive,7082,Yes,8,0,3,2,No
EMP02434,40,Female,Marketing,Manager,9812,No,20,7,3,3,No
EMP02435,45,Male,IT,Developer,11391,Yes,17,6,2,3,Yes
EMP02436,26,Male,Sales,Executive,6257,Yes,14,0,3,2,No
EMP02437,40,Male,IT,Executive,4358,No,31,4,2,2,No
EMP02438,22,Female,HR,Analyst,8250,No,22,1,1,3,No
EMP02439,39,Male,HR,Analyst,7263,Yes,27,0,3,3,No
EMP02440,38,Male,HR,Analyst,6858,Yes,11,5,3,3,Yes
EMP02441,54,Male,IT,Senior Manager,16045,No,14,14,3,3,No
EMP02442,39,Female,Marketing,Executive,6277,No,6,1,2,4,No
EMP02443,30,Female,IT,Developer,10414,No,1,1,2,4,No
EMP02444,39,Female,IT,Specialist,6816,Yes,10,9,3,1,Yes
EMP02445,38,Male,Marketing,Executive,6617,Yes,15,2,3,3,Yes
EMP02446,41,Male,Marketing,Analyst,7733,Yes,1,5,3,4,No
EMP02447,39,Male,IT,Developer,5882,No,1,7,2,2,No
EMP02448,39,Male,HR,Analyst,8239,No,9,0,3,3,No
EMP02449,26,Male,Marketing,Analyst,5482,No,7,0,3,3,Yes
EMP02450,23,Male,Marketing,Executive,5463,Yes,4,0,3,4,No
EMP02451,38,Male,Marketing,Analyst,7167,Yes,26,1,2,2,No
EMP02452,31,Male,Marketing,Executive,6520,No,17,0,3,3,No
EMP02453,39,Male,Marketing,Executive,5563,No,18,5,4,3,No
EMP02454,39,Female,IT,Developer,6607,Yes,18,7,3,2,No
EMP02455,30,Male,Sales,Analyst,7653,No,33,2,3,3,No
EMP02456,34,Female,Finance,Specialist,5655,No,14,1,2,1,No
EMP02457,27,Male,Sales,Analyst,5226,No,4,0,3,3,No
EMP02458,51,Female,IT,Senior Manager,21756,No,20,8,2,4,No
EMP02459,27,Female,Marketing,Analyst,6239,Yes,41,0,4,2,Yes
EMP02460,34,Female,HR,Analyst,7009,No,13,1,3,4,No
EMP02461,31,Female,Finance,Analyst,5758,No,3,0,3,1,No
EMP02462,28,Male,Sales,Specialist,6547,Yes,8,5,3,3,No
EMP02463,36,Female,Sales,Analyst,8296,No,17,3,3,3,No
EMP02464,27,Male,HR,Analyst,7704,No,17,0,3,2,No
EMP02465,35,Female,Finance,Analyst,7201,Yes,20,5,3,3,No
EMP02466,43,Male,Sales,Manager,14365,No,19,10,3,3,No
EMP02467,51,Male,Sales,Manager,10386,Yes,10,13,3,4,No
EMP02468,40,Female,IT,Analyst,8554,Yes,8,7,3,2,No
EMP02469,32,Male,HR,Executive,5504,No,7,4,4,3,No
EMP02470,39,Male,Marketing,Analyst,5005,No,9,2,4,4,No
EMP02471,39,Male,Marketing,Executive,6545,No,36,4,2,3,No
EMP02472,44,Female,Marketing,Developer,7400,No,25,5,2,3,No
EMP02473,45,Female,HR,Specialist,5974,No,23,4,3,1,No
EMP02474,31,Female,HR,Specialist,8236,No,12,0,2,4,No
EMP02475,46,Male,Sales,Specialist,6104,No,9,6,3,4,No
EMP02476,29,Male,Marketing,Specialist,6649,No,16,3,3,4,No
EMP02477,47,Male,Finance,Senior Manager,16920,No,3,17,3,3,No
EMP02478,28,Female,Marketing,Specialist,6423,Yes,8,3,3,2,Yes
EMP02479,44,Female,Finance,Specialist,9768,No,1,9,3,2,No
EMP02480,30,Female,IT,Developer,12007,Yes,10,6,4,2,Yes
EMP02481,33,Male,HR,Manager,13033,Yes,23,7,4,4,No
EMP02482,31,Female,Sales,Analyst,7999,No,9,0,4,3,No
EMP02483,43,Female,IT,Developer,7396,No,7,6,3,3,No
EMP02484,38,Male,HR,Executive,4429,No,28,0,3,1,No
EMP02485,32,Male,Marketing,Executive,5149,No,24,2,3,4,No
EMP02486,41,Male,IT,Specialist,8067,Yes,24,2,2,4,No
EMP02487,23,Female,Sales,Executive,4558,Yes,8,2,3,1,Yes
EMP02488,23,Female,IT,Developer,9592,Yes,11,0,3,3,No
EMP02489,38,Male,Marketing,Manager,15911,No,7,3,3,4,No
EMP02490,28,Female,IT,Developer,6003,Yes,5,3,3,4,No
EMP02491,43,Male,Sales,Specialist,5563,Yes,20,2,3,3,Yes
EMP02492,26,Male,HR,Specialist,9333,No,14,0,3,3,No
EMP02493,29,Male,Finance,Analyst,4542,No,33,0,2,1,No
EMP02494,55,Male,IT,Manager,17147,No,9,12,3,4,No
EMP02495,26,Male,Finance,Analyst,7091,No,19,0,4,2,Yes
EMP02496,29,Female,IT,Developer,7540,No,6,2,3,4,No
EMP02497,24,Male,Sales,Executive,4398,Yes,26,0,3,3,No
EMP02498,44,Female,HR,Manager,11252,No,8,9,3,3,No
EMP02499,39,Male,IT,Developer,6711,Yes,13,3,3,2,No
EMP02500,40,Female,Finance,Analyst,4684,No,26,0,1,3,No
EMP02501,35,Female,IT,Analyst,5281,Yes,5,4,3,3,No
EMP02502,30,Male,IT,Developer,8971,Yes,23,1,3,2,No
EMP02503,36,Female,Marketing,Analyst,5556,No,19,2,3,3,No
EMP02504,28,Male,Sales,Executive,6923,No,1,0,3,2,No
EMP02505,43,Female,Marketing,Senior Manager,21639,No,3,13,3,2,No
EMP02506,37,Male,HR,Executive,5541,No,7,3,3,3,No
EMP02507,60,Male,Sales,Senior Manager,18741,No,2,14,3,4,No
EMP02508,42,Male,IT,Analyst,8551,Yes,6,4,4,3,No
EMP02509,23,Male,Marketing,Analyst,7695,No,6,0,3,2,Yes
EMP02510,46,Male,Marketing,Specialist,6133,No,29,6,3,3,No
EMP02511,30,Female,IT,Analyst,5215,No,37,2,2,1,Yes
EMP02512,43,Female,IT,Developer,8353,Yes,4,8,4,1,No
EMP02513,42,Male,HR,Specialist,9791,No,7,5,3,2,No
EMP02514,28,Female,Finance,Analyst,5480,Yes,10,0,2,3,No
EMP02515,34,Female,Finance,Analyst,8510,No,29,4,2,4,No
EMP02516,25,Male,HR,Specialist,8121,No,11,3,3,4,No
EMP02517,45,Female,IT,Developer,9922,No,23,3,3,2,No
EMP02518,32,Male,IT,Developer,11028,No,13,0,3,4,No
EMP02519,26,Male,HR,Specialist,6727,No,13,0,3,2,No
EMP02520,40,Female,HR,Analyst,4807,No,6,5,2,1,Yes
EMP02521,35,Female,HR,Analyst,5355,No,17,0,3,4,No
EMP02522,31,Male,Sales,Executive,4457,Yes,18,0,3,2,Yes
EMP02523,26,Female,IT,Developer,9084,Yes,25,0,4,3,Yes
EMP02524,24,Male,HR,Executive,4210,No,9,0,3,3,No
EMP02525,35,Male,Marketing,Analyst,6032,Yes,6,1,3,3,No
EMP02526,35,Female,Marketing,Specialist,8944,No,16,1,2,1,No
EMP02527,27,Male,Finance,Specialist,5386,No,40,3,3,3,No
EMP02528,39,Male,IT,Senior Manager,14933,No,9,10,3,3,No
EMP02529,39,Female,Sales,Manager,12213,No,50,7,1,3,No
EMP02530,22,Male,Marketing,Executive,5102,Yes,8,0,3,2,Yes
EMP02531,38,Male,IT,Developer,5785,Yes,10,5,2,3,Yes
EMP02532,26,Female,Marketing,Executive,5767,No,23,3,3,4,No
EMP02533,42,Male,Finance,Analyst,8407,No,19,2,2,2,No
EMP02534,34,Male,Marketing,Analyst,4627,No,8,0,2,2,Yes
EMP02535,36,Male,IT,Manager,16197,No,35,8,3,3,No
EMP02536,50,Female,Finance,Manager,15502,No,25,11,3,3,No
EMP02537,42,Male,Finance,Manager,12467,No,8,9,2,1,No
EMP02538,23,Female,Sales,Analyst,6989,No,13,0,3,4,No
EMP02539,36,Male,Sales,Executive,4274,Yes,5,6,3,3,Yes
EMP02540,23,Male,Sales,Executive,5542,No,6,2,3,3,No
EMP02541,34,Male,IT,Developer,8209,No,15,4,4,4,No
EMP02542,22,Male,Sales,Analyst,8259,No,5,0,3,4,No
EMP02543,27,Male,IT,Specialist,5638,No,2,2,3,3,No
EMP02544,37,Female,IT,Developer,10739,Yes,10,2,3,3,Yes
EMP02545,42,Female,Marketing,Analyst,6680,No,13,3,3,3,No
EMP02546,24,Male,Marketing,Analyst,8490,No,19,0,3,3,No
EMP02547,33,Male,HR,Specialist,9052,No,10,0,3,4,No
EMP02548,37,Male,IT,Developer,11383,No,18,5,3,4,No
EMP02549,39,Female,IT,Developer,8476,Yes,6,3,3,2,No
EMP02550,34,Female,IT,Developer,6542,Yes,21,4,3,2,Yes
EMP02551,38,Male,Sales,Executive,7123,No,17,0,3,3,No
EMP02552,40,Male,IT,Developer,10173,No,25,5,2,2,No
EMP02553,33,Male,Marketing,Analyst,5163,No,10,0,3,3,Yes
EMP02554,37,Male,IT,Developer,6092,No,14,4,3,2,No
EMP02555,22,Female,Marketing,Executive,5394,Yes,25,0,3,2,Yes
EMP02556,34,Male,Finance,Analyst,5729,No,25,5,3,3,No
EMP02557,37,Male,HR,Specialist,9389,No,38,5,3,4,No
EMP02558,28,Male,HR,Analyst,5734,No,10,3,3,3,Yes
EMP02559,37,Female,Sales,Executive,6499,No,17,0,2,2,No
EMP02560,33,Female,HR,Executive,5425,No,7,4,3,2,No
EMP02561,30,Female,IT,Developer,6766,No,2,0,4,3,No
EMP02562,36,Female,Sales,Analyst,4787,No,7,7,3,2,No
EMP02563,23,Male,IT,Developer,6766,No,26,2,3,1,Yes
EMP02564,25,Female,Finance,Analyst,6893,Yes,10,1,2,3,Yes
EMP02565,38,Female,Sales,Specialist,7886,No,20,6,1,2,No
EMP02566,39,Male,Marketing,Executive,6315,No,3,6,4,3,No
EMP02567,32,Male,IT,Developer,9544,No,26,3,3,2,No
EMP02568,24,Female,Finance,Analyst,4822,No,22,3,4,4,No
EMP02569,53,Male,Marketing,Manager,10128,No,13,8,3,3,No
EMP02570,33,Female,IT,Executive,5641,No,50,0,2,3,No
EMP02571,24,Male,IT,Specialist,9535,Yes,8,2,3,1,No
EMP02572,32,Male,IT,Developer,9238,Yes,8,0,3,3,No
EMP02573,37,Female,Sales,Executive,4502,Yes,29,0,3,2,Yes
EMP02574,44,Female,IT,Manager,14412,No,15,11,3,2,No
EMP02575,45,Male,IT,Developer,11889,Yes,9,6,4,3,No
EMP02576,27,Female,Finance,Analyst,5754,No,23,0,3,3,No
EMP02577,29,Male,IT,Developer,10432,Yes,11,0,2,2,No
EMP02578,23,Male,Marketing,Analyst,5795,No,21,0,3,2,No
EMP02579,23,Female,Sales,Analyst,4918,No,14,2,3,2,No
EMP02580,29,Male,Finance,Executive,6992,No,48,1,3,3,No
EMP02581,29,Male,HR,Analyst,6024,Yes,29,2,2,3,Yes
EMP02582,40,Male,Finance,Executive,6913,No,4,3,3,4,No
EMP02583,27,Male,IT,Developer,11329,Yes,27,4,3,2,No
EMP02584,28,Male,HR,Analyst,7205,No,9,0,3,3,No
EMP02585,36,Male,IT,Analyst,7561,No,8,4,2,3,No
EMP02586,23,Male,Sales,Executive,5632,No,4,1,3,3,No
EMP02587,34,Male,IT,Developer,5959,No,2,2,3,2,No
EMP02588,25,Female,HR,Analyst,6357,No,7,0,3,3,No
EMP02589,47,Male,Marketing,Manager,16324,No,11,9,3,4,No
EMP02590,40,Male,IT,Analyst,7866,No,3,3,4,4,No
EMP02591,22,Male,Marketing,Executive,5726,No,1,0,3,2,Yes
EMP02592,30,Female,Marketing,Analyst,5612,Yes,17,1,3,3,No
EMP02593,41,Female,Marketing,Analyst,8002,No,7,1,2,1,No
EMP02594,32,Female,Sales,Executive,5724,Yes,3,0,4,2,No
EMP02595,33,Male,Marketing,Executive,6348,Yes,19,2,3,3,No
EMP02596,41,Female,IT,Analyst,5953,Yes,25,0,3,2,Yes
EMP02597,26,Male,IT,Developer,7807,No,20,1,3,4,No
EMP02598,34,Male,IT,Manager,9999,No,37,5,3,2,No
EMP02599,31,Female,Finance,Executive,4157,No,21,4,3,3,No
EMP02600,42,Male,Sales,Analyst,6408,Yes,18,4,3,1,No
EMP02601,31,Male,IT,Developer,12063,Yes,16,3,3,3,No
EMP02602,46,Female,IT,Specialist,6988,No,12,11,2,3,No
EMP02603,24,Male,HR,Analyst,8416,No,14,0,3,1,No
EMP02604,23,Male,Marketing,Analyst,7859,No,3,0,3,4,No
EMP02605,46,Male,IT,Specialist,7010,Yes,18,4,3,2,No
EMP02606,42,Female,HR,Analyst,6937,No,16,2,3,3,No
EMP02607,27,Female,Finance,Specialist,7719,No,10,1,3,3,No
EMP02608,36,Male,Finance,Manager,12671,Yes,17,4,3,2,No
EMP02609,25,Female,Sales,Executive,5744,No,4,3,3,3,No
EMP02610,41,Male,Finance,Analyst,5014,Yes,19,8,4,3,No
EMP02611,33,Male,HR,Manager,11316,Yes,7,0,4,3,No
EMP02612,30,Female,IT,Developer,6414,Yes,5,1,3,2,No
EMP02613,30,Female,Finance,Executive,5599,No,13,1,3,2,No
EMP02614,41,Female,Finance,Analyst,4881,No,13,6,2,3,Yes
EMP02615,34,Male,IT,Executive,6460,No,27,0,3,4,Yes
EMP02616,27,Male,IT,Developer,8870,No,24,1,1,3,Yes
EMP02617,24,Male,IT,Developer,6251,No,19,2,3,4,Yes
EMP02618,40,Female,HR,Analyst,6742,No,21,3,4,4,No
EMP02619,27,Female,HR,Specialist,6676,Yes,13,1,3,3,No
EMP02620,39,Female,Marketing,Executive,7029,No,26,1,2,2,Yes
EMP02621,24,Female,Finance,Analyst,7927,No,11,0,3,3,Yes
EMP02622,25,Female,Marketing,Executive,4944,No,4,0,3,3,No
EMP02623,37,Female,Marketing,Analyst,7701,No,2,0,4,3,No
EMP02624,26,Female,Marketing,Executive,5006,No,9,0,4,3,Yes
EMP02625,37,Female,Finance,Analyst,6881,Yes,33,2,4,1,No
EMP02626,36,Female,Finance,Analyst,5162,No,32,2,3,2,Yes
EMP02627,32,Male,IT,Specialist,8088,Yes,27,2,2,3,No
EMP02628,32,Female,Finance,Analyst,8138,No,18,0,3,3,No
EMP02629,23,Male,HR,Executive,7140,No,41,0,3,3,Yes
EMP02630,37,Female,IT,Developer,7529,Yes,23,0,3,3,Yes
EMP02631,30,Female,HR,Specialist,6736,No,19,2,2,4,No
EMP02632,46,Male,HR,Specialist,10309,No,6,11,3,2,No
EMP02633,22,Male,Sales,Executive,6813,Yes,16,0,3,1,Yes
EMP02634,42,Male,HR,Analyst,4702,No,32,3,4,2,No
EMP02635,29,Male,IT,Analyst,4696,No,19,2,2,3,No
EMP02636,29,Male,HR,Executive,4686,No,35,1,3,3,No
EMP02637,44,Female,HR,Specialist,7627,Yes,9,10,3,2,No
EMP02638,37,Female,Sales,Executive,7431,No,12,5,3,3,No
EMP02639,24,Male,Finance,Analyst,8179,No,17,1,3,2,Yes
EMP02640,45,Male,IT,Developer,10488,Yes,3,7,4,3,No
EMP02641,36,Male,Finance,Analyst,7177,No,6,0,3,3,No
EMP02642,52,Female,Sales,Manager,11785,No,17,17,3,3,No
EMP02643,38,Male,Finance,Analyst,8312,No,19,4,4,2,No
EMP02644,24,Female,Finance,Developer,8399,Yes,6,0,3,2,No
EMP02645,38,Female,Sales,Analyst,7322,Yes,45,0,4,3,Yes
EMP02646,26,Female,IT,Developer,8092,No,24,0,2,4,No
EMP02647,59,Male,IT,Senior Manager,16802,No,37,19,3,2,No
EMP02648,37,Male,IT,Developer,10970,Yes,10,5,3,2,No
EMP02649,26,Male,IT,Developer,11158,No,11,4,3,3,No
EMP02650,40,Male,HR,Analyst,8646,No,8,9,3,4,No
EMP02651,45,Male,Marketing,Senior Manager,18481,No,33,10,3,3,No
EMP02652,38,Male,Sales,Executive,7291,Yes,13,2,3,2,No
EMP02653,45,Female,IT,Specialist,7019,No,13,8,3,4,No
EMP02654,27,Female,IT,Developer,11034,Yes,10,0,3,4,No
EMP02655,31,Male,IT,Developer,10982,No,9,0,3,3,No
EMP02656,25,Male,IT,Executive,5720,Yes,34,2,2,2,No
EMP02657,36,Female,HR,Specialist,9153,No,15,3,2,3,No
EMP02658,41,Male,Finance,Analyst,5759,No,6,1,1,2,No
EMP02659,29,Female,Sales,Developer,9947,No,14,5,3,2,No
EMP02660,28,Male,Sales,Executive,7400,No,6,0,3,3,No
EMP02661,26,Female,Sales,Analyst,7214,Yes,14,0,4,3,No
EMP02662,40,Male,Marketing,Executive,7297,No,15,9,3,1,No
EMP02663,37,Male,Marketing,Analyst,4835,No,15,2,4,2,No
EMP02664,36,Male,Sales,Executive,4070,No,12,0,4,4,No
EMP02665,30,Female,Marketing,Executive,7619,No,4,7,2,2,No
EMP02666,37,Female,Finance,Analyst,5892,No,15,5,3,3,No
EMP02667,30,Male,IT,Developer,6155,Yes,4,0,2,4,No
EMP02668,36,Female,Finance,Specialist,8069,No,14,1,3,2,Yes
EMP02669,30,Female,HR,Analyst,6374,No,17,2,3,4,No
EMP02670,26,Female,Finance,Executive,6939,No,3,2,3,1,No
EMP02671,52,Male,Sales,Senior Manager,23500,No,16,15,4,4,No
EMP02672,40,Male,IT,Developer,7786,No,28,5,1,2,No
EMP02673,28,Male,Finance,Analyst,4777,No,19,1,2,3,No
EMP02674,34,Female,HR,Executive,6768,No,10,5,3,1,No
EMP02675,26,Female,IT,Developer,6807,No,4,4,2,3,No
EMP02676,33,Male,Sales,Manager,13746,Yes,7,4,3,3,No
EMP02677,32,Male,IT,Executive,6523,No,13,0,2,3,No
EMP02678,39,Male,Finance,Analyst,6739,No,17,6,3,4,No
EMP02679,36,Male,Marketing,Executive,4415,No,27,2,3,3,Yes
EMP02680,55,Male,Sales,Senior Manager,21171,No,5,17,3,4,No
EMP02681,40,Male,HR,Analyst,4611,No,13,1,2,3,No
EMP02682,26,Female,Finance,Analyst,5492,No,13,0,3,3,No
EMP02683,45,Male,Marketing,Manager,14216,Yes,6,13,3,1,No
EMP02684,24,Male,HR,Developer,7891,No,3,1,3,2,No
